dataset,tree_id,species,genus,latitude,longitude
TreeScanPL,4902605.0_6,Picea abies,Picea,53.22080924860269,23.15300429470076
TreeScanPL,4902605.0_7,Pinus sylvestris,Pinus,53.22080924860269,23.15300429470076
TreeScanPL,4902605.0_9,Pinus sylvestris,Pinus,53.22080924860269,23.15300429470076
TreeScanPL,4902605.0_10,Picea abies,Picea,53.22080924860269,23.15300429470076
TreeScanPL,4902605.0_11,Pinus sylvestris,Pinus,53.22080924860269,23.15300429470076
TreeScanPL,5002905.0_2,Pinus sylvestris,Pinus,53.21149586218808,23.15697554260587
TreeScanPL,5002905.0_3,Quercus sp.,Quercus,53.21149586218808,23.15697554260587
TreeScanPL,5002905.0_6,Pinus sylvestris,Pinus,53.21149586218808,23.15697554260587
TreeScanPL,5002905.0_7,Picea abies,Picea,53.21149586218808,23.15697554260587
TreeScanPL,5002905.0_8,Quercus sp.,Quercus,53.21149586218808,23.15697554260587
TreeScanPL,5002905.0_9,Quercus sp.,Quercus,53.21149586218808,23.15697554260587
TreeScanPL,5002905.0_10,Quercus sp.,Quercus,53.21149586218808,23.15697554260587
TreeScanPL,5002905.0_11,Pinus sylvestris,Pinus,53.21149586218808,23.15697554260587
TreeScanPL,5002905.0_12,Pinus sylvestris,Pinus,53.21149586218808,23.15697554260587
TreeScanPL,5002905.0_13,Pinus sylvestris,Pinus,53.21149586218808,23.15697554260587
TreeScanPL,5002905.0_14,Pinus sylvestris,Pinus,53.21149586218808,23.15697554260587
TreeScanPL,5002905.0_15,Pinus sylvestris,Pinus,53.21149586218808,23.15697554260587
TreeScanPL,5002905.0_16,Pinus sylvestris,Pinus,53.21149586218808,23.15697554260587
TreeScanPL,5002905.0_17,Pinus sylvestris,Pinus,53.21149586218808,23.15697554260587
TreeScanPL,5002905.0_18,Pinus sylvestris,Pinus,53.21149586218808,23.15697554260587
TreeScanPL,5002905.0_19,Pinus sylvestris,Pinus,53.21149586218808,23.15697554260587
TreeScanPL,5002905.0_21,Quercus sp.,Quercus,53.21149586218808,23.15697554260587
TreeScanPL,5002905.0_22,Pinus sylvestris,Pinus,53.21149586218808,23.15697554260587
TreeScanPL,5002905.0_23,Pinus sylvestris,Pinus,53.21149586218808,23.15697554260587
TreeScanPL,5002905.0_24,Betula pendula,Betula,53.21149586218808,23.15697554260587
TreeScanPL,5002905.0_25,Picea abies,Picea,53.21149586218808,23.15697554260587
TreeScanPL,5002905.0_26,Pinus sylvestris,Pinus,53.21149586218808,23.15697554260587
TreeScanPL,5002905.0_27,Quercus sp.,Quercus,53.21149586218808,23.15697554260587
TreeScanPL,5101105.0_1,Picea abies,Picea,53.26610330714356,23.1675914223433
TreeScanPL,5101105.0_2,Picea abies,Picea,53.26610330714356,23.1675914223433
TreeScanPL,5101105.0_3,Pinus sylvestris,Pinus,53.26610330714356,23.1675914223433
TreeScanPL,5101105.0_4,Picea abies,Picea,53.26610330714356,23.1675914223433
TreeScanPL,5101105.0_5,Pinus sylvestris,Pinus,53.26610330714356,23.1675914223433
TreeScanPL,5101105.0_6,Picea abies,Picea,53.26610330714356,23.1675914223433
TreeScanPL,5101105.0_7,Picea abies,Picea,53.26610330714356,23.1675914223433
TreeScanPL,5101105.0_8,Picea abies,Picea,53.26610330714356,23.1675914223433
TreeScanPL,5101105.0_9,Picea abies,Picea,53.26610330714356,23.1675914223433
TreeScanPL,5101105.0_10,Picea abies,Picea,53.26610330714356,23.1675914223433
TreeScanPL,5101105.0_11,Pinus sylvestris,Pinus,53.26610330714356,23.1675914223433
TreeScanPL,5101105.0_12,Pinus sylvestris,Pinus,53.26610330714356,23.1675914223433
TreeScanPL,5101105.0_13,Pinus sylvestris,Pinus,53.26610330714356,23.1675914223433
TreeScanPL,5101105.0_14,Picea abies,Picea,53.26610330714356,23.1675914223433
TreeScanPL,5101105.0_15,Picea abies,Picea,53.26610330714356,23.1675914223433
TreeScanPL,5101105.0_16,Picea abies,Picea,53.26610330714356,23.1675914223433
TreeScanPL,5101105.0_17,Picea abies,Picea,53.26610330714356,23.1675914223433
TreeScanPL,5101105.0_18,Pinus sylvestris,Pinus,53.26610330714356,23.1675914223433
TreeScanPL,5101105.0_19,Picea abies,Picea,53.26610330714356,23.1675914223433
TreeScanPL,5101105.0_20,Pinus sylvestris,Pinus,53.26610330714356,23.1675914223433
TreeScanPL,5101105.0_21,Pinus sylvestris,Pinus,53.26610330714356,23.1675914223433
TreeScanPL,5101105.0_22,Picea abies,Picea,53.26610330714356,23.1675914223433
TreeScanPL,5101105.0_23,Picea abies,Picea,53.26610330714356,23.1675914223433
TreeScanPL,5101105.0_24,Pinus sylvestris,Pinus,53.26610330714356,23.1675914223433
TreeScanPL,5101105.0_25,Pinus sylvestris,Pinus,53.26610330714356,23.1675914223433
TreeScanPL,5101105.0_26,Picea abies,Picea,53.26610330714356,23.1675914223433
TreeScanPL,5101105.0_27,Pinus sylvestris,Pinus,53.26610330714356,23.1675914223433
TreeScanPL,5101105.0_28,Pinus sylvestris,Pinus,53.26610330714356,23.1675914223433
TreeScanPL,5101105.0_29,Tilia cordata,Tilia,53.26610330714356,23.1675914223433
TreeScanPL,5101105.0_30,Pinus sylvestris,Pinus,53.26610330714356,23.1675914223433
TreeScanPL,5101105.0_31,Tilia cordata,Tilia,53.26610330714356,23.1675914223433
TreeScanPL,5101105.0_32,Pinus sylvestris,Pinus,53.26610330714356,23.1675914223433
TreeScanPL,5101105.0_33,Picea abies,Picea,53.26610330714356,23.1675914223433
TreeScanPL,5101105.0_34,Pinus sylvestris,Pinus,53.26610330714356,23.1675914223433
TreeScanPL,5101105.0_35,Pinus sylvestris,Pinus,53.26610330714356,23.1675914223433
TreeScanPL,5101105.0_37,Picea abies,Picea,53.26610330714356,23.1675914223433
TreeScanPL,5101105.0_38,Betula pendula,Betula,53.26610330714356,23.1675914223433
TreeScanPL,5101105.0_39,Pinus sylvestris,Pinus,53.26610330714356,23.1675914223433
TreeScanPL,5201205.0_1,Picea abies,Picea,53.262949428323225,23.172473983604124
TreeScanPL,5201205.0_2,Tilia cordata,Tilia,53.262949428323225,23.172473983604124
TreeScanPL,5201205.0_4,Picea abies,Picea,53.262949428323225,23.172473983604124
TreeScanPL,5201205.0_5,Picea abies,Picea,53.262949428323225,23.172473983604124
TreeScanPL,5201205.0_6,Betula pendula,Betula,53.262949428323225,23.172473983604124
TreeScanPL,5201205.0_7,Picea abies,Picea,53.262949428323225,23.172473983604124
TreeScanPL,5201205.0_9,Picea abies,Picea,53.262949428323225,23.172473983604124
TreeScanPL,5201205.0_10,Tilia cordata,Tilia,53.262949428323225,23.172473983604124
TreeScanPL,5201205.0_11,Tilia cordata,Tilia,53.262949428323225,23.172473983604124
TreeScanPL,5201205.0_12,Tilia cordata,Tilia,53.262949428323225,23.172473983604124
TreeScanPL,5201205.0_13,Tilia cordata,Tilia,53.262949428323225,23.172473983604124
TreeScanPL,5201205.0_14,Tilia cordata,Tilia,53.262949428323225,23.172473983604124
TreeScanPL,5201205.0_15,Picea abies,Picea,53.262949428323225,23.172473983604124
TreeScanPL,5201205.0_16,Picea abies,Picea,53.262949428323225,23.172473983604124
TreeScanPL,5201205.0_17,Picea abies,Picea,53.262949428323225,23.172473983604124
TreeScanPL,5201205.0_18,Betula pendula,Betula,53.262949428323225,23.172473983604124
TreeScanPL,5201205.0_19,Quercus sp.,Quercus,53.262949428323225,23.172473983604124
TreeScanPL,5201205.0_20,Tilia cordata,Tilia,53.262949428323225,23.172473983604124
TreeScanPL,5201205.0_22,Tilia cordata,Tilia,53.262949428323225,23.172473983604124
TreeScanPL,5201205.0_23,Picea abies,Picea,53.262949428323225,23.172473983604124
TreeScanPL,5201205.0_24,Tilia cordata,Tilia,53.262949428323225,23.172473983604124
TreeScanPL,5401105.0_1,Picea abies,Picea,53.26562069551862,23.183222524824785
TreeScanPL,5401105.0_2,Alnus glutinosa,Alnus,53.26562069551862,23.183222524824785
TreeScanPL,5401105.0_3,Picea abies,Picea,53.26562069551862,23.183222524824785
TreeScanPL,5401105.0_4,Picea abies,Picea,53.26562069551862,23.183222524824785
TreeScanPL,5401105.0_5,Picea abies,Picea,53.26562069551862,23.183222524824785
TreeScanPL,5501805.0_1,Pinus sylvestris,Pinus,53.24417223992026,23.18583297808604
TreeScanPL,5501805.0_2,Pinus sylvestris,Pinus,53.24417223992026,23.18583297808604
TreeScanPL,5501805.0_3,Pinus sylvestris,Pinus,53.24417223992026,23.18583297808604
TreeScanPL,5501805.0_4,Pinus sylvestris,Pinus,53.24417223992026,23.18583297808604
TreeScanPL,5501805.0_5,Pinus sylvestris,Pinus,53.24417223992026,23.18583297808604
TreeScanPL,5501805.0_6,Pinus sylvestris,Pinus,53.24417223992026,23.18583297808604
TreeScanPL,5501805.0_7,Pinus sylvestris,Pinus,53.24417223992026,23.18583297808604
TreeScanPL,5501805.0_8,Pinus sylvestris,Pinus,53.24417223992026,23.18583297808604
TreeScanPL,5501805.0_9,Pinus sylvestris,Pinus,53.24417223992026,23.18583297808604
TreeScanPL,5501805.0_10,Pinus sylvestris,Pinus,53.24417223992026,23.18583297808604
TreeScanPL,5501805.0_11,Pinus sylvestris,Pinus,53.24417223992026,23.18583297808604
TreeScanPL,5501805.0_12,Pinus sylvestris,Pinus,53.24417223992026,23.18583297808604
TreeScanPL,5501805.0_13,Pinus sylvestris,Pinus,53.24417223992026,23.18583297808604
TreeScanPL,5501805.0_14,Pinus sylvestris,Pinus,53.24417223992026,23.18583297808604
TreeScanPL,5501805.0_15,Pinus sylvestris,Pinus,53.24417223992026,23.18583297808604
TreeScanPL,5501805.0_16,Pinus sylvestris,Pinus,53.24417223992026,23.18583297808604
TreeScanPL,5501805.0_17,Pinus sylvestris,Pinus,53.24417223992026,23.18583297808604
TreeScanPL,5501805.0_18,Pinus sylvestris,Pinus,53.24417223992026,23.18583297808604
TreeScanPL,5501805.0_19,Pinus sylvestris,Pinus,53.24417223992026,23.18583297808604
TreeScanPL,5501805.0_20,Pinus sylvestris,Pinus,53.24417223992026,23.18583297808604
TreeScanPL,5601205.0_1,Pinus sylvestris,Pinus,53.26221273518277,23.192724387698537
TreeScanPL,5601205.0_2,Picea abies,Picea,53.26221273518277,23.192724387698537
TreeScanPL,5601205.0_3,Picea abies,Picea,53.26221273518277,23.192724387698537
TreeScanPL,5601205.0_4,Betula pendula,Betula,53.26221273518277,23.192724387698537
TreeScanPL,5601205.0_5,Picea abies,Picea,53.26221273518277,23.192724387698537
TreeScanPL,5601205.0_6,Pinus sylvestris,Pinus,53.26221273518277,23.192724387698537
TreeScanPL,5601205.0_7,Betula pendula,Betula,53.26221273518277,23.192724387698537
TreeScanPL,5601205.0_8,Picea abies,Picea,53.26221273518277,23.192724387698537
TreeScanPL,5601205.0_9,Pinus sylvestris,Pinus,53.26221273518277,23.192724387698537
TreeScanPL,5601205.0_10,Pinus sylvestris,Pinus,53.26221273518277,23.192724387698537
TreeScanPL,5601205.0_11,Picea abies,Picea,53.26221273518277,23.192724387698537
TreeScanPL,5601205.0_12,Pinus sylvestris,Pinus,53.26221273518277,23.192724387698537
TreeScanPL,5601205.0_13,Picea abies,Picea,53.26221273518277,23.192724387698537
TreeScanPL,5601205.0_14,Pinus sylvestris,Pinus,53.26221273518277,23.192724387698537
TreeScanPL,5601205.0_15,Picea abies,Picea,53.26221273518277,23.192724387698537
TreeScanPL,5601205.0_16,Picea abies,Picea,53.26221273518277,23.192724387698537
TreeScanPL,5601205.0_17,Pinus sylvestris,Pinus,53.26221273518277,23.192724387698537
TreeScanPL,5601205.0_18,Pinus sylvestris,Pinus,53.26221273518277,23.192724387698537
TreeScanPL,5601205.0_19,Pinus sylvestris,Pinus,53.26221273518277,23.192724387698537
TreeScanPL,5601205.0_20,Picea abies,Picea,53.26221273518277,23.192724387698537
TreeScanPL,5601205.0_21,Pinus sylvestris,Pinus,53.26221273518277,23.192724387698537
TreeScanPL,5601205.0_22,Pinus sylvestris,Pinus,53.26221273518277,23.192724387698537
TreeScanPL,5601205.0_23,Picea abies,Picea,53.26221273518277,23.192724387698537
TreeScanPL,5601205.0_24,Picea abies,Picea,53.26221273518277,23.192724387698537
TreeScanPL,5601205.0_25,Pinus sylvestris,Pinus,53.26221273518277,23.192724387698537
TreeScanPL,5601205.0_26,Picea abies,Picea,53.26221273518277,23.192724387698537
TreeScanPL,5601205.0_27,Picea abies,Picea,53.26221273518277,23.192724387698537
TreeScanPL,5801105.0_1,Picea abies,Picea,53.26487243103921,23.203231909980488
TreeScanPL,5801105.0_2,Betula pendula,Betula,53.26487243103921,23.203231909980488
TreeScanPL,5801105.0_3,Betula pendula,Betula,53.26487243103921,23.203231909980488
TreeScanPL,5801105.0_4,Pinus sylvestris,Pinus,53.26487243103921,23.203231909980488
TreeScanPL,5801105.0_5,Betula pendula,Betula,53.26487243103921,23.203231909980488
TreeScanPL,5801105.0_6,Picea abies,Picea,53.26487243103921,23.203231909980488
TreeScanPL,5801105.0_7,Betula pendula,Betula,53.26487243103921,23.203231909980488
TreeScanPL,5801105.0_8,Betula pendula,Betula,53.26487243103921,23.203231909980488
TreeScanPL,5801105.0_9,Picea abies,Picea,53.26487243103921,23.203231909980488
TreeScanPL,5801105.0_10,Picea abies,Picea,53.26487243103921,23.203231909980488
TreeScanPL,5801105.0_11,Pinus sylvestris,Pinus,53.26487243103921,23.203231909980488
TreeScanPL,5801105.0_12,Betula pendula,Betula,53.26487243103921,23.203231909980488
TreeScanPL,5801105.0_13,Betula pendula,Betula,53.26487243103921,23.203231909980488
TreeScanPL,5801105.0_14,Betula pendula,Betula,53.26487243103921,23.203231909980488
TreeScanPL,5801105.0_15,Betula pendula,Betula,53.26487243103921,23.203231909980488
TreeScanPL,5801105.0_16,Betula pendula,Betula,53.26487243103921,23.203231909980488
TreeScanPL,5801105.0_17,Betula pendula,Betula,53.26487243103921,23.203231909980488
TreeScanPL,5801105.0_18,Betula pendula,Betula,53.26487243103921,23.203231909980488
TreeScanPL,5801105.0_20,Picea abies,Picea,53.26487243103921,23.203231909980488
TreeScanPL,5801105.0_21,Betula pendula,Betula,53.26487243103921,23.203231909980488
TreeScanPL,5801105.0_22,Picea abies,Picea,53.26487243103921,23.203231909980488
TreeScanPL,5801105.0_23,Betula pendula,Betula,53.26487243103921,23.203231909980488
TreeScanPL,5801105.0_24,Pinus sylvestris,Pinus,53.26487243103921,23.203231909980488
TreeScanPL,5801105.0_25,Betula pendula,Betula,53.26487243103921,23.203231909980488
TreeScanPL,5801105.0_26,Picea abies,Picea,53.26487243103921,23.203231909980488
TreeScanPL,5801105.0_28,Betula pendula,Betula,53.26487243103921,23.203231909980488
TreeScanPL,5801105.0_29,Pinus sylvestris,Pinus,53.26487243103921,23.203231909980488
TreeScanPL,5801105.0_30,Betula pendula,Betula,53.26487243103921,23.203231909980488
TreeScanPL,5801105.0_31,Betula pendula,Betula,53.26487243103921,23.203231909980488
TreeScanPL,5801605.0_2,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_3,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_4,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_5,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_6,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_7,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_8,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_9,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_10,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_11,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_12,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_13,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_14,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_15,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_16,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_17,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_18,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_20,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_21,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_22,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_23,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_24,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_25,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_26,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_27,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_28,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_29,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_30,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_31,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_32,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_33,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_34,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_35,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_36,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_37,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_38,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_39,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_40,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_41,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_42,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_43,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_44,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_45,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_46,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_47,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_48,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_49,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_50,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_51,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_52,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_53,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_54,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_55,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_56,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_57,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_58,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_59,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_60,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_61,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_62,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_63,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_64,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_65,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_66,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_67,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_68,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_69,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_70,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_71,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_72,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5801605.0_73,Pinus sylvestris,Pinus,53.24965791344646,23.20204151529028
TreeScanPL,5902605.0_2,Pinus sylvestris,Pinus,53.21897758384992,23.20385981573683
TreeScanPL,5902605.0_3,Pinus sylvestris,Pinus,53.21897758384992,23.20385981573683
TreeScanPL,5902605.0_4,Pinus sylvestris,Pinus,53.21897758384992,23.20385981573683
TreeScanPL,5902605.0_5,Pinus sylvestris,Pinus,53.21897758384992,23.20385981573683
TreeScanPL,5902605.0_6,Pinus sylvestris,Pinus,53.21897758384992,23.20385981573683
TreeScanPL,5902605.0_7,Pinus sylvestris,Pinus,53.21897758384992,23.20385981573683
TreeScanPL,5902605.0_8,Pinus sylvestris,Pinus,53.21897758384992,23.20385981573683
TreeScanPL,5902605.0_9,Pinus sylvestris,Pinus,53.21897758384992,23.20385981573683
TreeScanPL,5902605.0_10,Pinus sylvestris,Pinus,53.21897758384992,23.20385981573683
TreeScanPL,5902605.0_11,Pinus sylvestris,Pinus,53.21897758384992,23.20385981573683
TreeScanPL,5902605.0_12,Pinus sylvestris,Pinus,53.21897758384992,23.20385981573683
TreeScanPL,5902605.0_13,Pinus sylvestris,Pinus,53.21897758384992,23.20385981573683
TreeScanPL,5902605.0_14,Pinus sylvestris,Pinus,53.21897758384992,23.20385981573683
TreeScanPL,5902605.0_15,Populus tremula,Populus,53.21897758384992,23.20385981573683
TreeScanPL,6102605.0_1,Pinus sylvestris,Pinus,53.21865650172448,23.21397858773296
TreeScanPL,6102605.0_2,Pinus sylvestris,Pinus,53.21865650172448,23.21397858773296
TreeScanPL,6102605.0_3,Pinus sylvestris,Pinus,53.21865650172448,23.21397858773296
TreeScanPL,6102605.0_4,Pinus sylvestris,Pinus,53.21865650172448,23.21397858773296
TreeScanPL,6102605.0_5,Pinus sylvestris,Pinus,53.21865650172448,23.21397858773296
TreeScanPL,6102605.0_6,Pinus sylvestris,Pinus,53.21865650172448,23.21397858773296
TreeScanPL,6102605.0_7,Pinus sylvestris,Pinus,53.21865650172448,23.21397858773296
TreeScanPL,6102605.0_8,Pinus sylvestris,Pinus,53.21865650172448,23.21397858773296
TreeScanPL,6102605.0_9,Pinus sylvestris,Pinus,53.21865650172448,23.21397858773296
TreeScanPL,6102605.0_10,Pinus sylvestris,Pinus,53.21865650172448,23.21397858773296
TreeScanPL,6102605.0_11,Pinus sylvestris,Pinus,53.21865650172448,23.21397858773296
TreeScanPL,6102605.0_12,Pinus sylvestris,Pinus,53.21865650172448,23.21397858773296
TreeScanPL,6102605.0_13,Pinus sylvestris,Pinus,53.21865650172448,23.21397858773296
TreeScanPL,6102605.0_14,Pinus sylvestris,Pinus,53.21865650172448,23.21397858773296
TreeScanPL,6102605.0_15,Pinus sylvestris,Pinus,53.21865650172448,23.21397858773296
TreeScanPL,6102605.0_16,Pinus sylvestris,Pinus,53.21865650172448,23.21397858773296
TreeScanPL,6102605.0_17,Pinus sylvestris,Pinus,53.21865650172448,23.21397858773296
TreeScanPL,6102605.0_18,Pinus sylvestris,Pinus,53.21865650172448,23.21397858773296
TreeScanPL,6102605.0_19,Pinus sylvestris,Pinus,53.21865650172448,23.21397858773296
TreeScanPL,6102605.0_20,Pinus sylvestris,Pinus,53.21865650172448,23.21397858773296
TreeScanPL,6102605.0_21,Pinus sylvestris,Pinus,53.21865650172448,23.21397858773296
TreeScanPL,6102605.0_22,Pinus sylvestris,Pinus,53.21865650172448,23.21397858773296
TreeScanPL,6102605.0_23,Pinus sylvestris,Pinus,53.21865650172448,23.21397858773296
TreeScanPL,6102605.0_24,Pinus sylvestris,Pinus,53.21865650172448,23.21397858773296
TreeScanPL,6102605.0_25,Pinus sylvestris,Pinus,53.21865650172448,23.21397858773296
TreeScanPL,6102605.0_26,Pinus sylvestris,Pinus,53.21865650172448,23.21397858773296
TreeScanPL,6102605.0_27,Pinus sylvestris,Pinus,53.21865650172448,23.21397858773296
TreeScanPL,6102605.0_28,Pinus sylvestris,Pinus,53.21865650172448,23.21397858773296
TreeScanPL,6102605.0_29,Pinus sylvestris,Pinus,53.21865650172448,23.21397858773296
TreeScanPL,6102605.0_30,Pinus sylvestris,Pinus,53.21865650172448,23.21397858773296
TreeScanPL,6102605.0_31,Pinus sylvestris,Pinus,53.21865650172448,23.21397858773296
TreeScanPL,6102605.0_33,Pinus sylvestris,Pinus,53.21865650172448,23.21397858773296
TreeScanPL,6102605.0_34,Pinus sylvestris,Pinus,53.21865650172448,23.21397858773296
TreeScanPL,6102605.0_35,Pinus sylvestris,Pinus,53.21865650172448,23.21397858773296
TreeScanPL,6102605.0_36,Pinus sylvestris,Pinus,53.21865650172448,23.21397858773296
TreeScanPL,6102605.0_37,Pinus sylvestris,Pinus,53.21865650172448,23.21397858773296
TreeScanPL,6102605.0_38,Pinus sylvestris,Pinus,53.21865650172448,23.21397858773296
TreeScanPL,6102605.0_40,Pinus sylvestris,Pinus,53.21865650172448,23.21397858773296
TreeScanPL,6102605.0_41,Pinus sylvestris,Pinus,53.21865650172448,23.21397858773296
TreeScanPL,6102605.0_42,Pinus sylvestris,Pinus,53.21865650172448,23.21397858773296
TreeScanPL,6302005.0_1,Pinus sylvestris,Pinus,53.23662024611762,23.22569618783524
TreeScanPL,6302005.0_2,Pinus sylvestris,Pinus,53.23662024611762,23.22569618783524
TreeScanPL,6302005.0_3,Pinus sylvestris,Pinus,53.23662024611762,23.22569618783524
TreeScanPL,6302005.0_4,Pinus sylvestris,Pinus,53.23662024611762,23.22569618783524
TreeScanPL,6302005.0_5,Pinus sylvestris,Pinus,53.23662024611762,23.22569618783524
TreeScanPL,6302005.0_6,Pinus sylvestris,Pinus,53.23662024611762,23.22569618783524
TreeScanPL,6302005.0_7,Pinus sylvestris,Pinus,53.23662024611762,23.22569618783524
TreeScanPL,6302005.0_8,Pinus sylvestris,Pinus,53.23662024611762,23.22569618783524
TreeScanPL,6302005.0_9,Pinus sylvestris,Pinus,53.23662024611762,23.22569618783524
TreeScanPL,6302005.0_10,Pinus sylvestris,Pinus,53.23662024611762,23.22569618783524
TreeScanPL,6302005.0_11,Pinus sylvestris,Pinus,53.23662024611762,23.22569618783524
TreeScanPL,6302005.0_12,Pinus sylvestris,Pinus,53.23662024611762,23.22569618783524
TreeScanPL,6302005.0_13,Pinus sylvestris,Pinus,53.23662024611762,23.22569618783524
