sample_name,fold,district,genus,true_label,pred_label,correct,ptv3_attr,ae_attr,relative_ae,confidence
Betula_0101,1,Herby,Betula,2,2,1,7.149004936218262,2.2508962154388428,0.23945956204522825,0.9999014139175415
Betula_0102,1,Herby,Betula,2,7,0,5.078606605529785,3.3914339542388916,0.40040350766956406,0.9971053004264832
Betula_0103,1,Herby,Betula,2,2,1,6.936925888061523,2.240478992462158,0.244129905914428,0.9998155236244202
Betula_0104,1,Herby,Betula,2,2,1,5.236514091491699,2.2529358863830566,0.30081459787174053,0.9987471103668213
Betula_0105,1,Herby,Betula,2,2,1,4.547040939331055,3.718416929244995,0.449874282087031,0.9640019536018372
Betula_0106,1,Herby,Betula,2,7,0,1.1633312702178955,1.9067819118499756,0.621078700543176,0.5300596952438354
Betula_0107,1,Herby,Betula,2,2,1,6.719185829162598,1.7821364402770996,0.20963050002082217,0.9993290901184082
Betula_0108,1,Herby,Betula,2,2,1,6.172449111938477,1.80088210105896,0.22586319954508918,0.9985874891281128
Betula_0109,1,Herby,Betula,2,2,1,6.99272346496582,1.8226146697998047,0.2067549355304127,0.9996102452278137
Betula_0110,1,Herby,Betula,2,2,1,5.315359115600586,2.142139434814453,0.2872463759074778,0.9941714406013489
Betula_0111,1,Herby,Betula,2,2,1,8.551321983337402,1.7688210010528564,0.17139500896589688,0.9999558925628662
Betula_0112,1,Herby,Betula,2,2,1,8.659966468811035,1.7593207359313965,0.16885231203168127,0.9999580383300781
Betula_0113,1,Herby,Betula,2,2,1,7.824151039123535,1.7567996978759766,0.18336381683479142,0.9998834133148193
Betula_0114,1,Herby,Betula,2,2,1,7.837154388427734,1.7592754364013672,0.18332603548210044,0.9998952150344849
Betula_0115,1,Herby,Betula,2,2,1,8.09942626953125,1.8180334568023682,0.18331644444613354,0.9998927116394043
Betula_0116,1,Herby,Betula,2,2,1,5.551084041595459,1.8461692333221436,0.24957496549243927,0.6725913882255554
Betula_0117,1,Herby,Betula,2,2,1,7.2842254638671875,1.1733546257019043,0.13873408373178586,0.9990472197532654
Betula_0118,1,Herby,Betula,2,2,1,5.979844093322754,1.346564769744873,0.1837960169947566,0.9921129941940308
Betula_0119,1,Herby,Betula,2,8,0,1.2529473304748535,1.8599045276641846,0.5974921411137032,0.6799262762069702
Betula_0120,1,Herby,Betula,2,8,0,3.9923126697540283,2.0181949138641357,0.3357777828959096,0.9967116117477417
Betula_0121,1,Herby,Betula,2,2,1,9.25590705871582,1.2747631072998047,0.1210524198358402,0.9999527931213379
Betula_0122,1,Herby,Betula,2,2,1,5.182467460632324,1.8323363065719604,0.2612099161670676,0.76425701379776
Betula_0123,1,Herby,Betula,2,2,1,4.314810752868652,3.05627179145813,0.41462997720248246,0.9940868616104126
Betula_0124,1,Herby,Betula,2,7,0,1.939089059829712,2.1968181133270264,0.5311574984742045,0.5853877067565918
Betula_0125,1,Herby,Betula,2,2,1,1.490139126777649,3.9002883434295654,0.7235582628188207,0.5595630407333374
Fagus_0425,1,Herby,Fagus,4,4,1,5.1659321784973145,2.1749086380004883,0.29627513923879784,0.3656823933124542
Fagus_0426,1,Herby,Fagus,4,4,1,5.1608405113220215,2.8264660835266113,0.3538697364904994,0.9346641302108765
Fagus_0427,1,Herby,Fagus,4,8,0,3.0226457118988037,2.1549110412597656,0.41620230155529225,0.9492015838623047
Fagus_0428,1,Herby,Fagus,4,4,1,5.196379661560059,1.6143009662628174,0.23702491015330446,0.9392169713973999
Fagus_0429,1,Herby,Fagus,4,8,0,5.437239646911621,2.4585154056549072,0.3113717923331531,0.8846474885940552
Larix_0023,1,Herby,Larix,5,6,0,4.39253568649292,1.1014776229858398,0.20048688616764068,0.9649820327758789
Larix_0024,1,Herby,Larix,5,6,0,4.627877235412598,0.8451050519943237,0.1544139933349924,0.9878787398338318
Larix_0025,1,Herby,Larix,5,6,0,4.9390740394592285,0.8992514610290527,0.15402557795271762,0.9930146932601929
Larix_0026,1,Herby,Larix,5,6,0,5.82527494430542,0.9791727066040039,0.14390186469200295,0.9981369972229004
Larix_0027,1,Herby,Larix,5,7,0,1.1610366106033325,4.050140380859375,0.7772026127154297,0.905656099319458
Larix_0028,1,Herby,Larix,5,6,0,2.9927775859832764,1.8768055438995361,0.38541400567291717,0.8910698294639587
Larix_0029,1,Herby,Larix,5,7,0,1.1803257465362549,3.2665576934814453,0.7345723651624922,0.5112212300300598
Larix_0030,1,Herby,Larix,5,7,0,3.4253745079040527,4.3939361572265625,0.5619339529763812,0.9983289837837219
Larix_0031,1,Herby,Larix,5,7,0,0.5324050188064575,2.9970221519470215,0.849152567388344,0.6666523814201355
Larix_0032,1,Herby,Larix,5,7,0,2.005725860595703,3.5362863540649414,0.6380870721160272,0.9369304180145264
Larix_0033,1,Herby,Larix,5,6,0,3.6481218338012695,1.393876314163208,0.2764531581514767,0.9307628273963928
Larix_0034,1,Herby,Larix,5,7,0,2.6327672004699707,4.374018669128418,0.6242546503189457,0.9991807341575623
Larix_0035,1,Herby,Larix,5,5,1,6.634725570678711,3.096893310546875,0.31823002371570025,0.6462053656578064
Larix_0036,1,Herby,Larix,5,5,1,7.2363481521606445,2.9252352714538574,0.2878719926440975,0.8708672523498535
Larix_0037,1,Herby,Larix,5,7,0,1.9994902610778809,3.7325503826141357,0.6511730478062807,0.9819347858428955
Larix_0038,1,Herby,Larix,5,8,0,2.788175582885742,2.7830681800842285,0.4995416272371447,0.5167462825775146
Larix_0039,1,Herby,Larix,5,6,0,5.404106140136719,0.9362521767616272,0.1476654990916948,0.9966147541999817
Larix_0040,1,Herby,Larix,5,6,0,5.871268272399902,0.9796066880226135,0.14299001109375056,0.9985743761062622
Larix_0041,1,Herby,Larix,5,6,0,4.915736675262451,1.3253198862075806,0.21235505094859475,0.9864241480827332
Larix_0042,1,Herby,Larix,5,6,0,3.0099759101867676,1.6527336835861206,0.35445777756538627,0.7849553227424622
Larix_0043,1,Herby,Larix,5,6,0,6.0102362632751465,0.9297164678573608,0.13396582117152048,0.9988123178482056
Larix_0044,1,Herby,Larix,5,6,0,3.822547197341919,1.113105058670044,0.22552339562799864,0.9706776738166809
Larix_0045,1,Herby,Larix,5,6,0,4.724357604980469,1.247952938079834,0.2089564712003069,0.9876046180725098
Larix_0046,1,Herby,Larix,5,5,1,9.071651458740234,2.4949512481689453,0.2157030295958539,0.9982427358627319
Larix_0047,1,Herby,Larix,5,6,0,4.681346416473389,1.2480748891830444,0.21048848154668073,0.9826233983039856
Larix_0048,1,Herby,Larix,5,6,0,4.364780902862549,1.5090248584747314,0.2569075174120329,0.9780845642089844
Larix_0049,1,Herby,Larix,5,6,0,4.8897294998168945,1.351942777633667,0.2165994488931866,0.987017810344696
Larix_0050,1,Herby,Larix,5,8,0,5.167148590087891,2.234281539916992,0.3018715974687992,0.9884399175643921
Larix_0051,1,Herby,Larix,5,7,0,1.5332804918289185,3.736921787261963,0.7090661007447948,0.9772040843963623
Larix_0052,1,Herby,Larix,5,6,0,2.5834691524505615,1.265771746635437,0.3288367178182137,0.5511534214019775
Larix_0053,1,Herby,Larix,5,7,0,0.9361056089401245,2.270920991897583,0.7081079353140746,0.5775679349899292
Larix_0054,1,Herby,Larix,5,7,0,0.5113548040390015,1.1389461755752563,0.6901445146933314,0.49780112504959106
Larix_0055,1,Herby,Larix,5,2,0,3.9580078125,1.2327462434768677,0.2374888557246398,0.6629469990730286
Larix_0056,1,Herby,Larix,5,2,0,5.882238388061523,0.9684167504310608,0.1413611880090258,0.9966065883636475
Larix_0057,1,Herby,Larix,5,5,1,7.391313076019287,4.524528503417969,0.37970700344226765,0.9991170763969421
Larix_0058,1,Herby,Larix,5,5,1,5.255846977233887,5.227901935577393,0.4986672204827564,0.9003497362136841
Larix_0059,1,Herby,Larix,5,5,1,10.10696029663086,4.135993003845215,0.2903887216145742,0.9999899864196777
Larix_0060,1,Herby,Larix,5,5,1,11.356290817260742,3.8588643074035645,0.25361978062333457,0.9999986886978149
Larix_0061,1,Herby,Larix,5,7,0,4.164308547973633,4.102862358093262,0.4962837226601331,0.9948095083236694
Larix_0062,1,Herby,Larix,5,5,1,10.057682991027832,4.02891731262207,0.28601062164857854,0.9999901056289673
Larix_0063,1,Herby,Larix,5,7,0,3.2390198707580566,3.2769904136657715,0.5029136335880415,0.9774585366249084
Picea_0008,1,Herby,Picea,6,6,1,7.520439147949219,1.1107754707336426,0.12869283391961586,0.9990873336791992
Picea_0009,1,Herby,Picea,6,6,1,5.999831199645996,1.118152141571045,0.15708833336620012,0.999763548374176
Picea_0010,1,Herby,Picea,6,6,1,7.143959999084473,1.0336503982543945,0.12640005414378278,0.9998231530189514
Picea_0011,1,Herby,Picea,6,6,1,5.754464149475098,1.003892421722412,0.14854090778745696,0.9996236562728882
Picea_0012,1,Herby,Picea,6,6,1,8.831084251403809,1.4394134283065796,0.14015030934174413,0.9969608187675476
Picea_0013,1,Herby,Picea,6,6,1,9.372802734375,1.2831817865371704,0.12041888600858618,0.9997122883796692
Picea_0014,1,Herby,Picea,6,6,1,7.3809814453125,1.3143000602722168,0.1511509498475204,0.9974900484085083
Picea_0015,1,Herby,Picea,6,6,1,10.128334045410156,1.4257745742797852,0.1233997896312012,0.9997803568840027
Picea_0016,1,Herby,Picea,6,6,1,8.214998245239258,1.3474353551864624,0.1409092507285365,0.9993114471435547
Picea_0017,1,Herby,Picea,6,6,1,8.893832206726074,3.018596649169922,0.25339892335574316,0.9999517202377319
Picea_0018,1,Herby,Picea,6,6,1,7.869324684143066,2.8054563999176025,0.26281160945572246,0.9999103546142578
Picea_0019,1,Herby,Picea,6,6,1,5.877509593963623,3.2386722564697266,0.35526630622919275,0.9970742464065552
Picea_0020,1,Herby,Picea,6,6,1,7.7046051025390625,0.8602749705314636,0.1004421500578737,0.9966272115707397
Picea_0021,1,Herby,Picea,6,6,1,8.352826118469238,1.3483420610427856,0.13898759764834137,0.9947939515113831
Picea_0022,1,Herby,Picea,6,6,1,6.613480567932129,0.7088350057601929,0.09680476041470457,0.9996483325958252
Picea_0023,1,Herby,Picea,6,6,1,6.424283027648926,0.7000442743301392,0.09826110503837507,0.9995602965354919
Picea_0024,1,Herby,Picea,6,6,1,3.9059133529663086,1.0439555644989014,0.2109056986754401,0.8915031552314758
Picea_0025,1,Herby,Picea,6,6,1,7.747531414031982,0.6549173593521118,0.07794363003404624,0.9998685121536255
Picea_0026,1,Herby,Picea,6,6,1,5.787018775939941,1.1635464429855347,0.16740313984009805,0.9996507167816162
Picea_0027,1,Herby,Picea,6,6,1,7.167430877685547,1.2757341861724854,0.15109667701777496,0.9999265670776367
Picea_0028,1,Herby,Picea,6,4,0,3.6281845569610596,4.023512363433838,0.5258326878383287,0.5124589800834656
Picea_0029,1,Herby,Picea,6,6,1,5.135098934173584,0.7058385610580444,0.12084336811099876,0.996370792388916
Picea_0030,1,Herby,Picea,6,7,0,1.0719666481018066,1.504457950592041,0.5839324564419317,0.6032072305679321
Picea_0031,1,Herby,Picea,6,6,1,7.693243503570557,0.9103643894195557,0.10581193374737197,0.9999356269836426
Picea_0032,1,Herby,Picea,6,6,1,6.092739105224609,0.9733573794364929,0.13775036615646674,0.9995591044425964
Picea_0033,1,Herby,Picea,6,6,1,6.523019790649414,0.8977998495101929,0.12098391981415194,0.999762237071991
Picea_0034,1,Herby,Picea,6,6,1,3.50108003616333,1.4752569198608398,0.296454386013874,0.947780191898346
Picea_0035,1,Herby,Picea,6,6,1,5.698087215423584,0.9660220146179199,0.14495891045926246,0.9993268251419067
Picea_0036,1,Herby,Picea,6,6,1,3.785609245300293,0.9000239372253418,0.19208160354101766,0.9351078867912292
Picea_0037,1,Herby,Picea,6,6,1,4.495824813842773,0.8421304225921631,0.15776273567572477,0.9814051985740662
Picea_0038,1,Herby,Picea,6,6,1,5.745892524719238,0.5987375974655151,0.09436918858804173,0.9991437196731567
Picea_0039,1,Herby,Picea,6,6,1,6.000794410705566,0.5582165718078613,0.08510682059307717,0.9991322159767151
Picea_0040,1,Herby,Picea,6,6,1,5.537744045257568,0.5699571967124939,0.09331779227555573,0.9977502226829529
Picea_0041,1,Herby,Picea,6,6,1,7.004559516906738,0.4760931730270386,0.06364326645337422,0.9994982481002808
Picea_0042,1,Herby,Picea,6,6,1,7.298531532287598,0.5000634789466858,0.06412225248074759,0.9997934699058533
Picea_0043,1,Herby,Picea,6,6,1,6.2231526374816895,0.5351088643074036,0.0791784785738109,0.9995263814926147
Picea_0044,1,Herby,Picea,6,6,1,5.351423263549805,1.2649312019348145,0.19118250187799435,0.9991703033447266
Picea_0045,1,Herby,Picea,6,6,1,5.3444294929504395,1.2649036645889282,0.1913814347869904,0.9988301396369934
Picea_0046,1,Herby,Picea,6,6,1,7.149878978729248,1.4665104150772095,0.17020010892606013,0.999922513961792
Picea_0047,1,Herby,Picea,6,6,1,5.805274963378906,1.6477365493774414,0.2210833224054991,0.9982941746711731
Picea_0048,1,Herby,Picea,6,6,1,7.119853973388672,1.464937448501587,0.17064333596500977,0.9998359680175781
Picea_0049,1,Herby,Picea,6,6,1,6.148841381072998,1.4336718320846558,0.1890760741050998,0.9994646906852722
Picea_0050,1,Herby,Picea,6,6,1,7.253748416900635,1.3043800592422485,0.15241417108358088,0.9999535083770752
Picea_0051,1,Herby,Picea,6,6,1,7.352705955505371,1.470922589302063,0.16670268701425,0.9999128580093384
Picea_0052,1,Herby,Picea,6,6,1,6.865410327911377,1.5293995141983032,0.1821839375925773,0.9998601675033569
Picea_0053,1,Herby,Picea,6,6,1,7.160109519958496,1.4443424940109253,0.16785990438291948,0.9999021291732788
Picea_0054,1,Herby,Picea,6,6,1,6.517429351806641,1.4019646644592285,0.17702928529751147,0.9997484087944031
Picea_0055,1,Herby,Picea,6,6,1,7.0789794921875,1.3936834335327148,0.16449178305642645,0.9999451637268066
Picea_0056,1,Herby,Picea,6,6,1,5.894350051879883,1.3873651027679443,0.1905272413707551,0.9996880292892456
Picea_0057,1,Herby,Picea,6,6,1,7.407463073730469,1.4444372653961182,0.16317821127964235,0.9999337196350098
Picea_0058,1,Herby,Picea,6,6,1,6.290515422821045,1.4426119327545166,0.18654961499488323,0.9998138546943665
Picea_0059,1,Herby,Picea,6,6,1,8.14102554321289,1.4421486854553223,0.15048757849317154,0.9999713897705078
Picea_0060,1,Herby,Picea,6,6,1,4.705198287963867,0.9982889294624329,0.17503132551291975,0.8123506903648376
Picea_0061,1,Herby,Picea,6,6,1,7.667403221130371,0.4712609350681305,0.05790396623384109,0.9995468258857727
Picea_0062,1,Herby,Picea,6,8,0,2.745760917663574,2.0771634578704834,0.430685470437968,0.5389983654022217
Picea_0063,1,Herby,Picea,6,6,1,6.0408430099487305,0.8470948338508606,0.12298235724986659,0.9920271039009094
Picea_0064,1,Herby,Picea,6,6,1,7.346681594848633,0.7873672246932983,0.09679893017529854,0.9987629652023315
Picea_0065,1,Herby,Picea,6,6,1,5.805035591125488,0.9039938449859619,0.13474286441087485,0.9681211113929749
Pinus_0056,1,Herby,Pinus,7,7,1,6.562241554260254,4.7990827560424805,0.42240522501998284,0.9999922513961792
Pinus_0057,1,Herby,Pinus,7,7,1,6.5300493240356445,4.678091526031494,0.4173833630784215,0.9999934434890747
Pinus_0058,1,Herby,Pinus,7,7,1,5.344412803649902,4.571268558502197,0.46101406317275084,0.9999852180480957
Pinus_0059,1,Herby,Pinus,7,7,1,6.331345558166504,4.885507583618164,0.4355506412991464,0.9999833106994629
Pinus_0060,1,Herby,Pinus,7,7,1,5.644539833068848,4.6468329429626465,0.45152702555579405,0.9999874830245972
Pinus_0061,1,Herby,Pinus,7,7,1,6.189112186431885,4.8560590744018555,0.43965448387612893,0.99998939037323
Pinus_0062,1,Herby,Pinus,7,7,1,6.462944984436035,4.911098003387451,0.43178120606078496,0.9999897480010986
Pinus_0063,1,Herby,Pinus,7,7,1,5.588617324829102,4.622271537780762,0.4526806231512073,0.9999836683273315
Pinus_0064,1,Herby,Pinus,7,7,1,6.967054843902588,4.611456394195557,0.3982771442186077,0.9999969005584717
Pinus_0065,1,Herby,Pinus,7,7,1,5.384153366088867,4.568159103393555,0.45900479037522396,0.9999796152114868
Pinus_0066,1,Herby,Pinus,7,7,1,6.255082607269287,4.621782302856445,0.42491860814641974,0.9999922513961792
Pinus_0067,1,Herby,Pinus,7,7,1,5.766366481781006,4.705140113830566,0.44932790390535876,0.9999847412109375
Pinus_0068,1,Herby,Pinus,7,7,1,5.566251277923584,4.511806011199951,0.44768608445918756,0.9999856948852539
Pinus_0069,1,Herby,Pinus,7,7,1,4.391538619995117,4.661561965942383,0.5149133069430619,0.9999463558197021
Pinus_0070,1,Herby,Pinus,7,7,1,4.76319694519043,4.7106828689575195,0.4972284804532216,0.9999505281448364
Pinus_0071,1,Herby,Pinus,7,7,1,6.144839286804199,4.618171691894531,0.42907804300707836,0.9999910593032837
Pinus_0072,1,Herby,Pinus,7,7,1,7.537993431091309,4.751971244812012,0.3866545890292555,0.9999970197677612
Pinus_0073,1,Herby,Pinus,7,7,1,5.819989204406738,4.731122970581055,0.44840040439647055,0.9999853372573853
Pinus_0074,1,Herby,Pinus,7,7,1,6.5594892501831055,4.644399642944336,0.41453460339542486,0.9999922513961792
Pinus_0075,1,Herby,Pinus,7,7,1,4.786370277404785,4.589746475219727,0.4895146457129859,0.999962329864502
Pinus_0076,1,Herby,Pinus,7,7,1,6.2932024002075195,4.752976894378662,0.430282431899807,0.9999940395355225
Pinus_0077,1,Herby,Pinus,7,7,1,6.010184288024902,4.786370277404785,0.4433238626234883,0.9999880790710449
Pinus_0078,1,Herby,Pinus,7,7,1,5.857691764831543,4.634453773498535,0.44170696566787054,0.9999897480010986
Pinus_0079,1,Herby,Pinus,7,7,1,7.1162614822387695,4.670233726501465,0.3962360005946389,0.9999971389770508
Pinus_0080,1,Herby,Pinus,7,7,1,6.843863487243652,4.9273271560668945,0.41859207799689535,0.9999949932098389
Pinus_0081,1,Herby,Pinus,7,7,1,4.9177045822143555,4.635947227478027,0.4852539442480226,0.999957799911499
Pinus_0082,1,Herby,Pinus,7,7,1,5.436464309692383,3.695817708969116,0.40469815730283626,0.9999334812164307
Pinus_0083,1,Herby,Pinus,7,7,1,5.53975772857666,3.7656893730163574,0.40467581276400394,0.9999130964279175
Pinus_0084,1,Herby,Pinus,7,6,0,7.406795024871826,0.44728901982307434,0.056949864135423967,0.9592304229736328
Pinus_0085,1,Herby,Pinus,7,7,1,6.225193977355957,3.667358160018921,0.3707191132666512,0.9999387264251709
Pinus_0086,1,Herby,Pinus,7,7,1,7.312068939208984,3.6593542098999023,0.33353505345947476,0.9999850988388062
Pinus_0087,1,Herby,Pinus,7,7,1,1.2136496305465698,2.6485700607299805,0.6857636969369113,0.9083807468414307
Pinus_0088,1,Herby,Pinus,7,7,1,7.402215957641602,3.7167723178863525,0.33427252753957476,0.9999921321868896
Pinus_0089,1,Herby,Pinus,7,7,1,4.435695171356201,3.3307104110717773,0.4288612500896327,0.9998111128807068
Pinus_0090,1,Herby,Pinus,7,7,1,5.3614325523376465,3.6959433555603027,0.4080589553820863,0.9999237060546875
Pinus_0091,1,Herby,Pinus,7,7,1,4.8397722244262695,3.731574058532715,0.4353544858639129,0.9997530579566956
Pinus_0092,1,Herby,Pinus,7,7,1,2.9983224868774414,3.823258876800537,0.5604651864966551,0.9985906481742859
Pinus_0093,1,Herby,Pinus,7,7,1,5.304445743560791,3.5466647148132324,0.4007027962746425,0.9999115467071533
Pinus_0094,1,Herby,Pinus,7,7,1,6.577259063720703,3.7348453998565674,0.3621807177600237,0.9999810457229614
Pinus_0095,1,Herby,Pinus,7,7,1,5.862417221069336,3.8070783615112305,0.39372047125523413,0.9999632835388184
Pinus_0096,1,Herby,Pinus,7,7,1,5.4348249435424805,3.5581552982330322,0.3956591917935697,0.9999099969863892
Pinus_0097,1,Herby,Pinus,7,7,1,4.510087966918945,3.5714685916900635,0.44192830445098047,0.9998576641082764
Pinus_0098,1,Herby,Pinus,7,7,1,0.781887412071228,2.731351137161255,0.7774453943594305,0.9669255614280701
Pinus_0099,1,Herby,Pinus,7,7,1,5.035686492919922,3.6177453994750977,0.41807059213972786,0.9997075200080872
Pinus_0100,1,Herby,Pinus,7,7,1,6.184494495391846,3.83512544631958,0.3827615682832872,0.999961256980896
Pinus_0101,1,Herby,Pinus,7,7,1,4.741819858551025,3.8467321395874023,0.44789064977918003,0.9998108744621277
Pinus_0102,1,Herby,Pinus,7,7,1,5.812129020690918,3.7003965377807617,0.3890025326234452,0.9999569654464722
Pinus_0103,1,Herby,Pinus,7,7,1,4.0120530128479,3.556285858154297,0.46988988126326797,0.999687671661377
Pinus_0104,1,Herby,Pinus,7,7,1,6.138985633850098,3.571502208709717,0.3677984322660185,0.9999581575393677
Pinus_0105,1,Herby,Pinus,7,7,1,4.0251617431640625,3.830190658569336,0.48758992058055206,0.9997183680534363
Pinus_0106,1,Herby,Pinus,7,7,1,6.696002006530762,3.554713249206543,0.34677709379832844,0.9999661445617676
Pinus_0107,1,Herby,Pinus,7,7,1,8.21520709991455,3.5705995559692383,0.30295758764692815,0.9999963045120239
Pinus_0108,1,Herby,Pinus,7,7,1,5.71805477142334,3.7361600399017334,0.39518459338097467,0.999957799911499
Pinus_0109,1,Herby,Pinus,7,7,1,4.228231906890869,3.6495633125305176,0.4632721727648375,0.9997537732124329
Pinus_0110,1,Herby,Pinus,7,7,1,3.7034459114074707,3.659651041030884,0.4970260557072656,0.999322772026062
Pinus_0111,1,Herby,Pinus,7,7,1,4.586386680603027,3.6418604850769043,0.44260465288902345,0.9998313188552856
Pinus_0112,1,Herby,Pinus,7,7,1,0.4600580930709839,2.5644235610961914,0.8478886122797289,0.9883330464363098
Pinus_0113,1,Herby,Pinus,7,7,1,7.725724220275879,3.5061612129211426,0.3121614114257878,0.9999922513961792
Pinus_0114,1,Herby,Pinus,7,7,1,5.872984886169434,3.647768974304199,0.3831386698921912,0.9999314546585083
Pinus_0115,1,Herby,Pinus,7,7,1,5.257108688354492,3.692763328552246,0.4126051542916353,0.9998975992202759
Pinus_0116,1,Herby,Pinus,7,7,1,5.792908191680908,3.7375364303588867,0.39216810701506,0.9999186992645264
Pinus_0117,1,Herby,Pinus,7,7,1,5.497034072875977,3.5372352600097656,0.3915352892146445,0.9999275207519531
Pinus_0118,1,Herby,Pinus,7,7,1,5.951803684234619,3.774904727935791,0.388096832360218,0.9999366998672485
Pinus_0119,1,Herby,Pinus,7,7,1,3.0738959312438965,3.4621734619140625,0.5297026773065298,0.9993811845779419
Pinus_0120,1,Herby,Pinus,7,7,1,2.692840576171875,3.777165412902832,0.5837962767643515,0.998372495174408
Pinus_0121,1,Herby,Pinus,7,7,1,6.6138916015625,3.3869845867156982,0.33866878457097777,0.9999797344207764
Pinus_0122,1,Herby,Pinus,7,7,1,3.5416641235351562,3.537649154663086,0.4997164287898684,0.999527096748352
Pinus_0123,1,Herby,Pinus,7,7,1,5.1636786460876465,3.589320421218872,0.41006749681086235,0.9999427795410156
Pinus_0124,1,Herby,Pinus,7,7,1,5.711208343505859,3.533143997192383,0.3821948648382618,0.9999651908874512
Pinus_0125,1,Herby,Pinus,7,7,1,4.062718391418457,3.818521022796631,0.48450767921911303,0.9996806383132935
Pinus_0126,1,Herby,Pinus,7,7,1,6.333292484283447,3.7536637783050537,0.3721304699719684,0.9999500513076782
Pinus_0127,1,Herby,Pinus,7,7,1,7.4337544441223145,3.556727170944214,0.32361886332917494,0.9999868869781494
Pinus_0128,1,Herby,Pinus,7,7,1,6.051919937133789,4.496016502380371,0.4262460741870945,0.9999758005142212
Pinus_0129,1,Herby,Pinus,7,7,1,5.282764434814453,4.51810359954834,0.460990146903063,0.999955415725708
Pinus_0130,1,Herby,Pinus,7,7,1,4.486634731292725,4.390044212341309,0.49455930931737296,0.999873161315918
Pinus_0131,1,Herby,Pinus,7,7,1,5.437804698944092,4.424138069152832,0.44860715263717693,0.9999496936798096
Pinus_0132,1,Herby,Pinus,7,7,1,5.057934761047363,4.1893463134765625,0.4530354679590926,0.9999549388885498
Pinus_0133,1,Herby,Pinus,7,7,1,6.585867404937744,4.559598922729492,0.4090989811094637,0.9999898672103882
Pinus_0134,1,Herby,Pinus,7,7,1,7.799440860748291,4.51575231552124,0.3666814029808276,0.999997615814209
Pinus_0135,1,Herby,Pinus,7,7,1,6.558338165283203,4.525208473205566,0.4082816283199903,0.9999860525131226
Pinus_0136,1,Herby,Pinus,7,7,1,6.5079545974731445,4.5086750984191895,0.40926083736913543,0.9999865293502808
Pinus_0137,1,Herby,Pinus,7,7,1,5.9196391105651855,4.487320899963379,0.4311846006049584,0.9999752044677734
Pinus_0138,1,Herby,Pinus,7,7,1,4.327902793884277,4.470520973205566,0.50810475676863,0.9999105930328369
Pinus_0139,1,Herby,Pinus,7,7,1,7.779557228088379,4.478665351867676,0.36536009352100784,0.9999970197677612
Pinus_0140,1,Herby,Pinus,7,7,1,6.161977291107178,4.4127655029296875,0.4172929389114912,0.999984860420227
Pinus_0141,1,Herby,Pinus,7,7,1,5.656959533691406,4.58200216293335,0.44750652402271685,0.9999692440032959
Pinus_0142,1,Herby,Pinus,7,7,1,8.251250267028809,4.319971084594727,0.34363972762283895,0.9999977350234985
Pinus_0143,1,Herby,Pinus,7,7,1,6.293630123138428,4.4840087890625,0.4160474127432365,0.9999896287918091
Pinus_0144,1,Herby,Pinus,7,7,1,6.784985542297363,4.346687316894531,0.3904792539245792,0.999993085861206
Pinus_0145,1,Herby,Pinus,7,7,1,5.690604209899902,4.609552383422852,0.44752255338873626,0.9999657869338989
Pinus_0146,1,Herby,Pinus,7,7,1,5.254899024963379,4.502598762512207,0.46145014387572786,0.9999579191207886
Pinus_0147,1,Herby,Pinus,7,7,1,5.748420715332031,4.547035217285156,0.44165457485598864,0.9999825954437256
Pinus_0148,1,Herby,Pinus,7,7,1,5.755660057067871,4.497084617614746,0.4386225109392702,0.9999794960021973
Pinus_0149,1,Herby,Pinus,7,7,1,6.829112529754639,4.510312080383301,0.3977549330301412,0.999993085861206
Pinus_0150,1,Herby,Pinus,7,7,1,5.423609733581543,4.583868026733398,0.4580442876756089,0.999961256980896
Pinus_0151,1,Herby,Pinus,7,7,1,6.675023078918457,4.550527095794678,0.40537229987992474,0.9999858140945435
Pinus_0152,1,Herby,Pinus,7,7,1,6.109217643737793,4.591300010681152,0.42907270046831575,0.9999828338623047
Pinus_0153,1,Herby,Pinus,7,7,1,3.133546829223633,3.7753913402557373,0.5464502999128349,0.9995110034942627
Pinus_0154,1,Herby,Pinus,7,7,1,3.751826763153076,3.9107747077941895,0.510371669141109,0.999377429485321
Pinus_0155,1,Herby,Pinus,7,7,1,2.9765872955322266,4.052337646484375,0.5765231061859264,0.9994745850563049
Pinus_0156,1,Herby,Pinus,7,7,1,6.370709419250488,4.099128246307373,0.39151784137751305,0.9999659061431885
Pinus_0157,1,Herby,Pinus,7,7,1,4.292963981628418,4.445040702819824,0.508702027322555,0.9991706609725952
Pinus_0158,1,Herby,Pinus,7,7,1,6.703071594238281,4.088478088378906,0.3788592190031755,0.9999650716781616
Pinus_0159,1,Herby,Pinus,7,7,1,0.9930816888809204,3.0246286392211914,0.7528239680538958,0.9619446992874146
Pinus_0160,1,Herby,Pinus,7,7,1,5.845013618469238,4.256319046020508,0.42136212945144974,0.9998934268951416
Pinus_0161,1,Herby,Pinus,7,7,1,1.1762874126434326,3.048374652862549,0.7215665060021279,0.9781748056411743
Pinus_0162,1,Herby,Pinus,7,7,1,4.743401527404785,4.163499355316162,0.46744646712289445,0.999887228012085
Pinus_0163,1,Herby,Pinus,7,7,1,4.06324577331543,4.08073616027832,0.5010738221845302,0.9997227787971497
Pinus_0164,1,Herby,Pinus,7,7,1,5.40861701965332,4.240782260894775,0.43948665955286575,0.9998887777328491
